News Highlights,Publisher Name,Publisher Gmail,Publisher Twitter,News URL,Date,News Image
EU takes step backward on fossil fuel subsidies,JAMES NIX,none,none,https://euobserver.com/opinion/129036,"BRUSSELS, 9. JUN 2015, 18:05",https://media.euobserver.com/1271fe78014fefe0d7cf25a3fb06b442-800x.jpg
Spain faces fine over false statistics,HONOR MAHONY,none,none,https://euobserver.com/news/128617,"BRUSSELS, 7. MAY 2015, 13:50",https://media.euobserver.com/c8225cbde1cf1e32da0a384cab0166e8-800x.jpg
What digital barriers do Europeans still face?,PETER TEFFER,none,none,https://euobserver.com/news/128579,"BRUSSELS, 5. MAY 2015, 12:55",https://media.euobserver.com/4cbf02124cb2ea34d7be2d59255ea6c3-800x.jpg
French intelligence bill set to give PM sweeping powers,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/128234,"BRUSSELS, 2. APR 2015, 09:24",https://media.euobserver.com/722c15eb108cac69f7fe4341bc4f3279-800x.jpg
MEPs: In search of a raison d'etre,HONOR MAHONY,none,none,https://euobserver.com/eu-political/127891,"BRUSSELS, 9. MAR 2015, 18:01",https://media.euobserver.com/972ad2426c85aa51eed8908bf89e06d6-800x.jpg
EU countries to break promise on roaming surcharges,PETER TEFFER,none,none,https://euobserver.com/news/127865,"BRUSSELS, 4. MAR 2015, 09:26",https://media.euobserver.com/68ccd7fe1878f2a23069b5c1119a1499-800x.jpg
'You can't use 18th century law for a digital world',VALENTINA POP,none,none,https://euobserver.com/green-economy/127800,"BRUSSELS, 26. FEB 2015, 09:01",https://media.euobserver.com/b4dc43adf4f5bccf779b29a84bf48664-800x.jpg
Hungary wants stricter immigration rules amid hike in Kosovo migrants,ADAM HALASZ,none,none,https://euobserver.com/eu-political/127578,"BUDAPEST, 11. FEB 2015, 09:26",https://media.euobserver.com/ee8a138aed2403da16b61db6aef685f1-800x.jpg
Polish finance minister pokes holes in Juncker fund,VALENTINA POP,none,none,https://euobserver.com/green-economy/127107,"BRUSSELS, 7. JAN 2015, 09:03",https://media.euobserver.com/d38309c4a951fcc32749031c16d149a4-800x.jpg
MEPs accuse Moscovici of giving France special treatment,VALENTINA POP,none,none,https://euobserver.com/eu-political/126753,"BRUSSELS, 2. DEC 2014, 14:08",https://media.euobserver.com/8779df85d40c7623a721ae7726c535ef-800x.jpg
The EU's charter of fundamental rights - five years on,GABRIEL N. TOGGENBURG,none,none,https://euobserver.com/opinion/126708,"BRUSSELS, 1. DEC 2014, 08:55",https://media.euobserver.com/958b05086ff656ee2d009fd0f937db18-800x.jpg
Interim commissioners pass EU parliament test,VALENTINA POP,none,none,https://euobserver.com/eu-political/124971,"BRUSSELS, 15. JUL 2014, 09:31",https://media.euobserver.com/2ccb8bc1708f4eca3e314bba9fce1b68-800x.jpg
Five qualities you need to lead Europe,MARK SPELMAN,none,none,https://euobserver.com/opinion/124638,"BRUSSELS, 18. JUN 2014, 09:23",https://media.euobserver.com/af0348169598b7f2c46ad018c133043a-800x.jpg
Turkey ranks lowest in Europe's press freedom index,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/123992,"BRUSSELS, 2. MAY 2014, 09:29",https://media.euobserver.com/c251ab59c01f58a0c4fa3088b46482f6-800x.jpg
Merkel and Obama bury hatchet on US spying,VALENTINA POP,none,none,https://euobserver.com/world/123987,"BRUSSELS, 2. MAY 2014, 09:29",https://media.euobserver.com/0d949ed312074e966f6a93535a9d6af8-800x.jpg
MEPs accuse commission of blocking EU statistics 'whistleblower',BENJAMIN FOX,none,none,https://euobserver.com/news/123293,"BRUSSELS, 7. APR 2014, 09:25",https://media.euobserver.com/9bea79843bcbee2a95ac7a8c06c4d952-800x.jpg
ECB considers printing more money,VALENTINA POP,none,none,https://euobserver.com/green-economy/123745,"BERLIN, 3. APR 2014, 18:15",https://media.euobserver.com/1320945692bf38545c497267d6e51c15-800x.jpg
'Bank secrecy to die' after Austria and Luxembourg back EU law,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/green-economy/123557,"BRUSSELS, 21. MAR 2014, 09:28",https://media.euobserver.com/1b258f5518c8099d65e98bfbb6fc230a-800x.jpg
Edward Snowden wants asylum in EU,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/123398,"BRUSSELS, 7. MAR 2014, 19:04",https://media.euobserver.com/ce7cc3c9059a465f17a6d813ea25a37f-800x.jpg
Malta's sale of EU passports causes controversy,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/investigations/122627,"BRUSSELS, 7. JAN 2014, 09:26",https://media.euobserver.com/54b93d16198d0153fe05bb3db4fcfd61-800x.jpg
Tech giants plead innocence to MEPs on US snooping,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/rule-of-law/122071,"BRUSSELS, 12. NOV 2013, 09:28",none
Merkel spy row unlikely to speed up EU data law,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/121892,"BRUSSELS, 24. OCT 2013, 18:22",https://media.euobserver.com/10fbc3d5ab11dca1340105c6577124a5-800x.jpg
Snowden to EU: Whistleblowers need protection,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/121615,"BRUSSELS, 1. OCT 2013, 08:52",https://media.euobserver.com/94023bb818c9dc204b2d492bff6dd95e-800x.jpg
Private firms put price tag on migrant suicides,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/priv-immigration/121450,"BRUSSELS, 23. SEP 2013, 08:42",https://media.euobserver.com/70549090dc250d06431da97df24993ae-800x.jpg
US spies alerted EU on Van Rompuy hack,VALENTINA POP,none,none,https://euobserver.com/world/120878,"BERLIN, 17. JUL 2013, 09:29",https://media.euobserver.com/82cbd1d666cdd6e0f6e463eecb974469-800x.jpg
UK to scrap 100 EU justice laws,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/120810,"BRUSSELS, 9. JUL 2013, 18:24",https://media.euobserver.com/cbbe3f045835455b5edbdbc3e3d64b26-800x.jpg
Barroso: Banking union bill to be published next week,BENJAMIN FOX,none,none,https://euobserver.com/green-economy/120777,"BRUSSELS, 6. JUL 2013, 06:55",https://media.euobserver.com/c3c5b5618b64b4de0c540366c6cf44f8-800x.jpg
EU data bill is likely target of NSA snoops,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/120700,"BRUSSELS, 1. JUL 2013, 17:17",https://media.euobserver.com/57c8cf915fa2ea430716f14a8c8cea06-800x.jpg
EU asks for answers on UK snooping programme,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/120656,"BRUSSELS, 26. JUN 2013, 21:59",none
EU to slap ban on online blocking,BENJAMIN FOX,none,none,https://euobserver.com/news/120456,"BRUSSELS, 12. JUN 2013, 09:37",https://media.euobserver.com/277305c8653c3e260cc8038e0902e2cb-800x.jpg
Germany most snooped EU country by US,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/120431,"BRUSSELS, 10. JUN 2013, 09:29",https://media.euobserver.com/e71335f725c3e01b2593c7f202f0e301-800x.jpg
Spy scandal to impact talks on EU-US data treaty,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/120412,"BERLIN, 7. JUN 2013, 12:10",https://media.euobserver.com/e2eff0b1cb9d63566a02200cd3d6336a-800x.jpg
Lithuania faces record legislative load for EU presidency,VALENTINA POP,none,none,https://euobserver.com/eu-political/120299,"VILNIUS, 4. JUN 2013, 10:32",https://media.euobserver.com/03e5114ed18fb239dc67497f377b1f17-800x.jpg
EU data bill exposes political rifts,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/news/120134,"BRUSSELS, 16. MAY 2013, 09:46",https://media.euobserver.com/fe957eb6ea5f0ae56103bb4e84c6ed0b-800x.jpg
EU finance ministers draw blank on new tax law,BENJAMIN FOX,none,none,https://euobserver.com/green-economy/120123,"BRUSSELS, 15. MAY 2013, 10:01",https://media.euobserver.com/b5f4a2fe7b1f671334eb955d4727a988-800x.jpg
"EU should press ahead on bank resolution, ECB man says",BENJAMIN FOX,none,none,https://euobserver.com/green-economy/119932,"BRUSSELS, 25. APR 2013, 09:29",https://media.euobserver.com/13ea11cbea3af19d695e17910b72e414-800x.jpg
Google's collision course with member states,BRYAN CUNNINGHAM,none,none,https://euobserver.com/opinion/119727,"BRUSSELS, 8. APR 2013, 09:45",https://media.euobserver.com/5a60ca6caf3ea4919b2cf8ca930b4eb6-800x.jpg
EU and Ukraine: closer ties despite backsliding?,WERNER SCHULZ,none,none,https://euobserver.com/opinion/119484,"BRUSSELS, 19. MAR 2013, 18:01",https://media.euobserver.com/48a74f566ec01cc3b52c60db44aa0182-800x.jpg
Transatlantic Partnership requires open democratic debate,DR. MARIJA BARTL AND DR. ELAINE FAHEY,none,none,https://euobserver.com/opinion/119457,"18. MAR 2013, 13:42",https://media.euobserver.com/ad60aa51473be024bfd62da8b646adbe-800x.jpg
MEPs copy-pasting amendments from US lobbyists,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/119028,"BRUSSELS, 12. FEB 2013, 09:10",https://media.euobserver.com/77183d2385a71071915f3ef307e4066a-800x.jpg
Hezbollah at Europe's doorstep,DANIEL S. MARIASCHIN,none,none,https://euobserver.com/opinion/118980,"BRUSSELS, 7. FEB 2013, 09:25",https://media.euobserver.com/8ec748bf2c105583c2235bd0983cfe7f-800x.jpg
US free to grab EU data on American clouds,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/118857,"BRUSSELS, 28. JAN 2013, 09:18",https://media.euobserver.com/ca3f0f282eb606710c4dbac37ea1c1db-800x.jpg
Greek parliament votes to probe ex-minister,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/green-economy/118776,"BRUSSELS, 18. JAN 2013, 09:29",https://media.euobserver.com/9a3556da33b3454c5d4be2f8a4e8e576-800x.jpg
Multi-million market for inside EU knowledge,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/secret-ue/117734,"BRUSSELS, 3. OCT 2012, 15:06",https://media.euobserver.com/68b3dbd93c072fd3998c1a93213841ff-800x.jpg
France needs to stop Roma evictions,ROB KUSHEN,none,none,https://euobserver.com/opinion/117366,"BRUSSELS, 4. SEP 2012, 08:20",https://media.euobserver.com/7eaa67bb4134041b91434b7957f23b4f-800x.jpg
Poll: Almost half of Brits want to leave the EU,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/eu-political/117234,"BRUSSELS, 14. AUG 2012, 17:43",https://media.euobserver.com/cbbe3f045835455b5edbdbc3e3d64b26-800x.jpg
Mercury treaty: High time for action on health,JULIANE KIPPENBERG,none,none,https://euobserver.com/opinion/116878,"BRUSSELS, 5. JUL 2012, 17:38",none
Survey reveals most software pirates are young and male,BENJAMIN FOX,none,none,https://euobserver.com/digital/116296,"BRUSSELS, 17. MAY 2012, 09:02",none
Politicians divided on 'Big Brother' Internet laws,BENJAMIN FOX,none,none,https://euobserver.com/digital/116018,"BRUSSELS, 25. APR 2012, 07:47",https://media.euobserver.com/031ee4ffe8f2965bee2d531925521fdd-800x.jpg
US envoy talks down fears on internet snooping,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/115034,"BRUSSELS, 26. JAN 2012, 19:28",https://media.euobserver.com/e96928061693bd3b536e387aaca86c9a-800x.jpg
EU commission starts legal action against Hungary,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/news/114917,"BRUSSELS, 17. JAN 2012, 18:07",none
Outrage against Hungary on the rise in EU capital,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/114868,"BRUSSELS, 13. JAN 2012, 07:05",https://media.euobserver.com/579735dc32c7c24db3215e56da51d2e4-800x.jpg
EU central bank to issue more cheap loans,VALENTINA POP,none,none,https://euobserver.com/green-economy/114861,"BRUSSELS, 12. JAN 2012, 17:39",https://media.euobserver.com/316b7f717448231d1226c0f0b8e11c59-800x.jpg
Privacy campaigner: EU-US passenger data deal 'meaningless',VALENTINA POP,none,none,https://euobserver.com/rule-of-law/114311,"BRUSSELS, 18. NOV 2011, 09:54",https://media.euobserver.com/f60ca85e950a6665b44215123b24e07e-800x.jpg
Post-9/11 Europe: 'safer' but less free,VALENTINA POP,none,none,https://euobserver.com/world/113559,"BRUSSELS, 9. SEP 2011, 17:19",https://media.euobserver.com/7a6b6b592df5b6a3de3f214900e899f2-800x.jpg
none,none,none,none,https://euobserver.com/static/corrections,none,none
EU super-watchdog warns economic crisis 'far from over',LEIGH PHILLIPS,none,none,https://euobserver.com/world/32251,"BRUSSELS, 2. MAY 2011, 18:53",https://media.euobserver.com/09d0974256d95c5fc5240f0b78f2141a-800x.jpg
This WEEK in the European Union,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/agenda/32153,"11. APR 2011, 09:06",https://media.euobserver.com/58d138ac46b7d9899fd3f0a82881af47-800x.jpg
"Sofia bomb highlights EU corruption, border security fears",VALENTINA POP,none,none,https://euobserver.com/eu-political/31785,"BRUSSELS, 11. FEB 2011, 01:33",https://media.euobserver.com/6020f18946345c5f4090db085fca5b92-800x.jpg
Italy and Belgium - eurozone's overlooked Achilles' heel,ANDY LANGENKAMP,none,none,https://euobserver.com/opinion/31551,"21. DEC 2010, 09:31",https://media.euobserver.com/38f04f56c4081077efae551fea66a6e0-800x.jpg
Top scientist warns against 'hype' as EU sets out bee rescue plan,ANDREW WILLIS,none,none,https://euobserver.com/green-economy/31435,"BRUSSELS, 6. DEC 2010, 17:30",https://media.euobserver.com/8e8d1125bc0d66781f533b0c667d6842-800x.jpg
EU bans 'meow meow' drug,LEIGH PHILLIPS,none,none,https://euobserver.com/eu-political/31421,"BRUSSELS, 3. DEC 2010, 17:43",https://media.euobserver.com/db2864f483075a2c062de80237b9e21b-800x.jpg
Lisbon Treaty weathers stormy first year,ANDREW WILLIS,none,none,https://euobserver.com/eu-political/31393,"BRUSSELS, 1. DEC 2010, 11:15",https://media.euobserver.com/565931006fa5bcfd3ba4b92dc2ac6d4e-800x.jpg
EU governments defend US on WikiLeaks scandal,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/news/31378,"BRUSSELS, 29. NOV 2010, 18:04",none
'Gentleman' president takes stock,ANDREW WILLIS AND ANDREW RETTMAN,none,none,https://euobserver.com/news/31075,"BRUSSELS, 20. OCT 2010, 08:53",none
Finance ministers give green light to EU oversight of national budgets,LEIGH PHILLIPS,none,none,https://euobserver.com/green-economy/30749,"BRUSSELS, 7. SEP 2010, 15:41",https://media.euobserver.com/1e9e645ce66d9e3ea372a89f8fad7245-800x.jpg
EU lists data-sharing policies for first time,HONOR MAHONY,none,none,https://euobserver.com/news/30512,"BRUSSELS, 20. JUL 2010, 17:40",https://media.euobserver.com/fa6b542c838422aeeb1e1c2be88349a6-800x.jpg
Ship Ahoy! Lobby firm buys up EU maritime officials,LEIGH PHILLIPS,none,none,https://euobserver.com/eu-political/30450,"BRUSSELS, 12. JUL 2010, 09:29",https://media.euobserver.com/62b336987410f1b8b1ea1e9e509c62da-800x.jpg
Orwell in Macedonia,SVETLANA JOVANOVSKA,none,none,https://euobserver.com/news/30424,"6. JUL 2010, 07:47",https://media.euobserver.com/2b440ce5fcfbdc54659ad203ac85ffda-800x.jpg
EU company admits blame for sale of phone-snooping gadgets to Iran,VALENTINA POP,none,none,https://euobserver.com/world/30197,"BRUSSELS, 3. JUN 2010, 09:23",none
US vice-president talks up EU terrorism threat,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/world/30023,"BRUSSELS, 6. MAY 2010, 09:37",none
Terrorist attacks decrease in Europe,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/29968,"BRUSSELS, 29. APR 2010, 09:30",https://media.euobserver.com/478c7c19ef10962cf9c6d851cc32075d-800x.jpg
Lobbyists complain that lobby-watchdogs acted unfairly,LEIGH PHILLIPS,none,none,https://euobserver.com/eu-political/29747,"BRUSSELS, 23. MAR 2010, 19:22",https://media.euobserver.com/79361eb9f1a6880cea3ef95bec0047cd-800x.jpg
"Greek criticism directed at EU institutions, says minister",ANDREW WILLIS,none,none,https://euobserver.com/green-economy/29475,"BRUSSELS, 15. FEB 2010, 17:55",none
Brussels worried about UK advertising firm snooping on websurfers,LEIGH PHILLIPS,none,none,https://euobserver.com/green-economy/28929,"BRUSSELS, 3. NOV 2009, 17:42",none
Germany takes heat for EU decision on Uzbek arms embargo,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/world/28895,"BRUSSELS, 27. OCT 2009, 17:53",none
"The EU, the US and the Great Recession",GEORGE IRVIN,none,none,https://euobserver.com/opinion/28570,"21. AUG 2009, 15:02",none
Full text of draft legal complaint in Eyal Katorza case,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/world/28538,"10. AUG 2009, 10:35",https://media.euobserver.com/015083694f6e7cbd23a02688df66dbe2-800x.jpg
Sweden to push for more transparent EU migration rules,VALENTINA POP,none,none,https://euobserver.com/rule-of-law/28351,"BRUSSELS, 22. JUN 2009, 17:30",https://media.euobserver.com/02a8c1dd5349d8851ec658887c9e20b3-800x.jpg
"While condemning Sri Lanka violence, EU still sells arms to government",LEIGH PHILLIPS,none,none,https://euobserver.com/news/28155,"BRUSSELS, 19. MAY 2009, 17:35",https://media.euobserver.com/ebc4b4a41868bf4cd551c83497242150-800x.jpg
The European roots of Somali piracy,LEIGH PHILLIPS,none,none,https://euobserver.com/eu-political/27966,"21. APR 2009, 10:49",none
"EU must ensure business respects human rights, says UN",ANDREW WILLIS,none,none,https://euobserver.com/rule-of-law/27954,"BRUSSELS, 16. APR 2009, 17:48",none
"Liechtenstein, Andorra move on bank secrecy",LEIGH PHILLIPS,none,none,https://euobserver.com/green-economy/27771,"13. MAR 2009, 09:47",none
EU hopes to secure data protection deal with US next year,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/26435,"BRUSSELS, 3. JUL 2008, 09:18",https://media.euobserver.com/f12e297b722ef47fe7938681557ea25f-800x.jpg
EU and US near deal on confidential data sharing,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/26416,"30. JUN 2008, 09:21",https://media.euobserver.com/bc8bb8c5920dff410d82087a041c131a-800x.jpg
US visa talks criticised by MEPs,RENATA GOLDIROVA,none,none,https://euobserver.com/world/26033,"BRUSSELS, 23. APR 2008, 17:43",https://media.euobserver.com/213c30277085ee5355628814a6e39fee-800x.jpg
"EU unity at stake over US visa-regime issue, Brussels warns",RENATA GOLDIROVA,none,none,https://euobserver.com/world/25809,"BRUSSELS, 11. MAR 2008, 09:19",none
EU calls on US to respect bloc's powers in travel security issues,RENATA GOLDIROVA,none,none,https://euobserver.com/rule-of-law/25795,"BRUSSELS, 7. MAR 2008, 09:25",none
